,content
999,　　可以说，阿斯顿·马丁在中国市场的尴尬处境已经维持了很长一段时间。从去年年底与经销商代理权的纠纷，多位车主投诉产品缺陷问题，到今年4月份收到中国消费者协会的问询，上海车展上更是出现了车主维权事件，新产品推出缓慢、产品质量不稳定，使得阿斯顿·马丁的日子并不好过。
1000,　　风波不断 消费者投诉
1001,　　《证券日报》记者从中消协了解到，近期因收到多位消费者的投诉，决定向阿斯顿·马丁中国区总代理商阿斯顿·马丁拉共达(中国)汽车销售有限公司行函进行调查。
1002,　　据悉，此次多位车主的投诉中主要涉及到阿斯顿·马丁V8 Vantage、V8 Vantage S、DB11型号汽车，存在挂不上档、行驶中突然跳档及熄火，甚至出现了车辆无法控制方向的安全问题。
1003,　　根据车主的反映，此类故障为批量性问题，阿斯顿·马丁中国的技术团队无法重现故障现象，无法确定故障部位，多次更换配件仍无法有效解决问题。
1004,　　记者在微博、贴吧等公开平台也发现有多位车主发帖投诉，其中有车主晒图表示其车辆突然熄火刹车油门均失灵，技术人员赶到现场后也找不出原因，只能拖车。其直言“马丁太让人失望了”。
1005,　　据业内人士透露，北京地区现有19辆阿斯顿·马丁V8 Vantage S，其中6辆出现过类似问题，故障率超过三成。而在故障车辆的维修和赔偿过程中，还出现了需要签署保密协议的事件。
1006,　　律师邱宝昌认为，经营者发现其提供的商品或者服务存在缺陷，有危及人身、财产安全危险的，应当立即向有关行政部门报告和告知消费者，并采取停止销售、警示、召回、无害化处理、销毁、停止生产或者服务等措施。
1007,　　阿斯顿·马丁的不作为显然惹恼了不少车主，在4月份的上海车展上，更是出现了集体维权事件，打出了“忽悠欺诈加推诿，马丁手段多”、“全新马丁车，开缸修五次”等内容的横幅，引发了极大的关注。
1008,　　此后，阿斯顿·马丁中国区总裁彭明山公开回应，称售后服务团队及经销商正在与客户进行积极的沟通，并表示如果需要召回也会尽快召回。然而还是有相当一部分车主并不领情，在公开平台上表达了自己对该品牌的不信任。
1009,　　对此，有业内人士指出，是车主已经开始怀疑企业解决问题的能力和态度，品牌与车主之间的沟通出现了问题。
1010,　　多起纠纷 经销商内乱
1011,　　除了来自消费者的投诉，阿斯顿·马丁内部的纠纷也是让人头大。去年年末，阿斯顿·马丁取消了其在中国最早的经销商——北京马丁之翼贸易有限公司的代理权。
1012,　　■本报见习记者 龚梦泽
1013,　　日前，一汽轿车发布了一季度财报。在报告中，公司请求一汽轿车股东大会同意将一汽整体上市的承诺再延迟三年作为过渡期。事实上，这已经是一汽轿车第二次发出延迟整体上市的呼吁了。
1014,　　2011年6月28日，一汽集团实施主业重组改制，成立了一汽股份，同时承诺“五年内解决一汽轿车与一汽夏利同业竞争问题”，该承诺不可撤销。按照该承诺，一汽股份应最迟在2016年6月28日前解决上述问题。不过，一年时间快要过去了，一汽轿车与一汽夏利的同业竞争问题依然没有得到解决。为此，一汽轿车去年不仅遭到了投资者的维权投诉和私募机构追责，还多次收到了深交所关注函。
1015,　　有业内人士表示，与上汽集团、广汽集团和长安汽车相比，一汽股份整体上市之路走得极为艰辛，并频频错过了整体上市的最佳窗口期。
1016,　　一汽轿车“违约成瘾”？
1017,　　再呼吁股东同意延期三年
1018,　　上一次请求承诺延期发生在2016年6月份，彼时一汽股份宣布原计划5年内解决其与子公司一汽轿车、一汽夏利同业竞争的承诺无法履行，将延期3年。
1019,　　不过，中小股东们的高度参与使“剧情”戏剧性反转。同年6月27日，《证券日报》记者出席了一汽轿车召开的股东大会。其中《关于中国第一汽车股份有限公司变更承诺事项履行期限的议案》以1.17%赞成、97.26%反对、1.57%弃权的比例被高票否决。
1020,　　事实上，一汽股份的爽约不但引发众多投资者集体逼宫，也受到了深圳证券交易所、吉林证监局、天津证监局等监管部门的关注。然而，即便面对监管层的质询，一汽股份依旧没有做出多大改变。
1021,　　数据显示，一汽轿车2016年销售19.35万辆，同比减少17.97%。提及亏损的原因，一汽轿车称，2016年公司面临着市场环境和自身发展所带来前所未有的压力和挑战。然而反观中国乘用车市场，整体形势一片大好。对此，甚至投资者向记者吐槽，认为一汽轿车年报对业绩下滑的解释“简直是糊弄人”。
1022,　　“一汽轿车给我传递的感觉就是拖沓和不积极。”上述一汽轿车投资者向记者表示，包括此前对深交所的关注函，一汽轿车超期了4天才给出回复，从这件事上就可以看出来一汽轿车的做事态度。
1023,　　年报双双被“非标”
1024,　　解决同业竞争无进展
1025,　　值得注意的是，糟糕的业绩表现使得一汽系的两家上市公司2016年年报均被“非标”(非标准意见审计报告)。
1026,　　一汽夏利年报显示，公司2016年实现营收20.25亿元，同比下降40.5%；净利润1.62亿元，同比增799.23%；每股收益0.1元。2016年净利增近8倍。
1027,　　值得注意的是，一汽夏利扣非后净利润为亏损16.77亿元。由亏转盈的关键在于转让天津一汽丰田15%股权和确认的投资收益。根据一汽夏利此前公告可知，天津一汽丰田股权转让账面价值为25.61亿元，差额转化后预计增加公司2016年损益高达18亿元。
1028,　　正是基于此，瑞华会计师事务所对一汽夏利的年报出具了带强调事项段的无保留意见审计报告，主要因公司期末流动负债高于流动资产，表明存在可能导致对公司持续经营能力产生疑虑的重大不确定性。
1029,　　相比一汽夏利通过变卖资产实现盈利，一汽轿车就没有那么幸运了。根据一汽轿车2016年的年报显示，因公司近几年产销规模较小，经营困难，2016年公司净利亏损高达9.54亿元。
1030,"　　,中新网,5月19日电(倪追风)自“新零售”被提出，这一概念便开始向汽车行业不断渗透。商务部于4月14号最新发布，并将于7月1日正式实施的《汽车销售管理办法》更为汽车“新零售”带来广阔想象空间。"
1031,　　据了解，新《汽车销售管理办法》的出台，打破了汽车品牌授权垄断的原有格局，汽车电商平台布局线下渠道，激活汽车“新零售”成为可能。更值得关注的是，其激发了二手车平台尝鲜新车业务的积极性，促使汽车“新零售”朝着多元化方向发展。
1032,"　,　二手车平台掘金新车业务"
1033,　　其实，对于涉足新车业务，众多二手车平台早有准备。早在2016年1月，商务部就发布了《汽车销售管理办法(征求意见稿)》公开征求意见。此后，不少二手车平台就已开始提前布局新车业务。
1034,　　2016年11月，成立于2012年并通过二手车交易切入二手车服务产业的“大搜车”推出全新业务“弹个车”，探路新车汽车“新零售”模式。“弹个车”通过蚂蚁金服的个人信用评估，推出“先租后买”的创新购车方案。根据信用度，用户购车首付最高20%，最低10%，按月支付租金，在用车满1年后，用户可自由选择将汽车退还、购买或续租。
1035,　　同样在2016年11月，优信推出“车伯乐”打造内容生态，2017年4月初，“车伯乐”更名为“优信新车”，成为集汽车资讯、报价、社区为一体的汽车导购平台。其为用户提供新车报价的同时也提供二手车报价，并为用户与汽车经销商、4S店的沟通搭建桥梁。
1036,　　此外，在《汽车销售管理办法》发布之后，知名二手车交易平台瓜子二手车直卖网也于4月21日上线二手车置换新车业务。
1037,"　　“二手车平台做新车业务其实是顺势而为，水到渠成的，因为买卖二手车的用户很大一部分都有购买新车需求。”中国电子商务研究中心主任曹磊在接受,中新网,访问时如是说。"
1038,　　原华晨汽车电商商城平台负责人张雷认为，二手车平台推出新车业务，是利用自身流量进行的业务延伸，同时也是汽车电商向上游进军的一部分。
1039,　　大搜车品牌营销副总裁陈琦表示，二手车平台涉足新车业务，能为汽车厂商拓展了新客群和新渠道，同时为尚处于“卖方市场”、极度缺乏优质车源的中国二手车行业注入了优质的二手车源。
1040,"　　,二手车平台“新零售”新故事"
1041,　　据《2016中国汽车市场蓝海用户研究白皮书》显示，2010年左右政策促进集中购车的人群，开始进入换车高峰期，加之一线城市限购政策，尤其在经济相对发达地区，置换购车成为重要的增长动力。截至2016年，中国汽车消费者中二次购车用户近5成。
1042,　　从需求层面看，出售二手车的车主与购买二手车的用户基数庞大，且两者都有相当高的新车购买需求。前者有很大概率在出售二手车后购买新车，后者也有可能因寻求不到合适的二手车转而购买新车。集售车和购车一站式服务的平台将极大程度上满足用户消费需求，提高用户消费体验。
1043,　　另一方面，加入新车业务矩阵将使二手车平台自身商业模式更加完善。在填补原有空白的同时，新车业务能为二手车平台带来新的交易增长点，有助于平台提升融资能力，提高估值。
1044,　　同时，与新车电商相比，二手车电商平台主要依托互联网信息技术，通过线上平台对接个人买家与卖家，依托线下渠道达成交易，为车主与买家带来便利与体验并存的一站式二手车买卖服务，对“新零售”模式的探索更加成熟。
1045,　　陈琦认为，二手车行业平台的发展及其业务拓展模式将会对汽车“新零售”的发展起到重大而深远的影响。《汽车销售管理办法》的出台，将让汽车交易将变得更加开放多元化，线上线下相结合的汽车销售模式是目前许多汽车平台探索的模式。
1046,　　首先，从出口增速上来看，前几年呈现出增速下滑的趋势。根据数据显示，2012年我国的汽车出口量还实现了突破百万辆的好成绩，然而从2013年开始出现了负增长局面，到2015年降到73万辆，直到2016年情况才有所改善。根据2017年前4个月的出口数据来看，总数维持在24.5万辆，同比增长29%。
1047,　　对此，有汽车分析师认为，出口市场的环境形势变化，以及我国自主品牌汽车技术上的限制，是导致汽车出口下滑的主要原因。他表示，全球市场的低迷、传统汽车强国的入市以及贸易壁垒的存在确实是一方面因素，但自主品牌在核心技术、关键零部件等方面的差距，包括自主研发能力不足，创新能力弱等问题也影响着自主品牌拓展海外市场的进程。
1048,　　而对于近期我国汽车出口形势的有所好转，该人士表示，在一定程度上可以归因于我国3年多来大力推进的“一带一路”建设，汽车出口在“一带一路”沿线国家和地区实现了增长。同时他提到，自主品牌也下了“狠功夫”来实现自我转型赢取市场。
1049,　　其次，从出口国家来看，2017年我国汽车出口的主要对象是伊朗、智利、美国、秘鲁等。增量最突出的是伊朗、美国、智利、墨西哥和缅甸，俄罗斯、越南等目标市场也呈现出恢复性增长态势。此外，根据商务部近期发布的统计数据显示，一季度中国对“一带一路”国家出口同比增长26.2%，势头良好。
1050,　　从出口单价来看，2013年整车出口的均价还相对较低，只有1.24万美元，但随着自主品牌不断突破价格天花板，2015年的出口均价就达到了1.56万美元。
1051,　　对此，崔东树表示，“一带一路”的建设，不仅有助于在国内市场实现东西部更加均衡的发展，而且“一带一路”倡议中所涵盖的国家绝大部分属于经济发展的上升期，汽车市场具有足够的潜力可以开发。
1052,　　有车企高管在接受记者采访时表示，“一带一路”固然称得上是自主车企的“利好消息”，但真正能“走出去”的关键还在于产品本身。他表示，必须承认自主品牌与世界一流品牌的差距，通过“一带一路”这样一个平台，稳扎稳打，提升本土化制造和销售经营的能力，提升配置全球资源的能力，从而促进国际化经营的转型升级。
1053,　　有业内人士分析，一汽应该是最希望三方成立一个合资销售公司，一旦一汽方面确定不配合，奥迪方面与上汽的合资事项将很难向前顺利推进。
1054,　　目前的情况是，4月份，奥迪实现新车销售46003辆，同比下滑6.8%；1月份-4月份，奥迪入华以来历史上第一次位居宝马和奔驰之后，在豪华品牌销量排行榜上名列第三位。奥迪如果再不着手推进新的合资项目，尽快通过成为ABB中坐拥两家合资公司的豪华品牌、扩展销售渠道、扩大品牌影响力以收拾残局，恐怕往后的日子只会越来越难过。
1055,　　原标题：50多款新能源车型或因不达标被核减补贴
1056,　　5月17日，工信部通过官方网站正式发布“关于2016年度新能源汽车推广应用补助资金初步审核情况的公示”。公示显示，50多款新能源汽车因多种原因将被核减补贴，涉及资金总计近60亿元。
1057,　　《中国汽车报》记者获悉，此次公示是根据财政部、工业和信息化部、科技部、发展改革委《关于2016-2020年新能源汽车推广应用财政支持政策的通知》《关于开展2016年度新能源汽车补助资金清算工作的通知》要求，工业和信息化部装备工业司委托工业和信息化部通信清算中心，开展2016年度新能源汽车推广应用补助资金清算审核工作。5月16日，工业和信息化部通信清算中心组织专家对补助资金申请材料进行了技术审查，形成了《关于2016年度新能源汽车推广应用财政补助资金清算审核初审报告》。
1058,　　在公示中，被核减补贴的原因有多种，主要包括：电池型号与公告参数不一致；纯电动乘用车充电一次能够行驶的里程不符合国家补贴的要求；电机额定功率与公告参数不一致；不在推荐目录内；电池生产企业与目录对应的公告参数不一致；自卸式垃圾车不属于作业车，非私人购买运输类车型，累计行驶里程不满足3万公里；电池成箱型号与公告参数不一致，电池单体、成箱型号与公告参数不一致；非私人购买运输类车型，累计行驶里程未达3万公里；电机型号、生产企业与公告参数不一致；驱动电机型号与公告参数不一致；电池组总能量与公告参数不一致；非作业类特种车，累计行驶里程不足3万公里；非私人购买不满足3万公里，电机型号没有，公告参数不全；公共服务领域车型累计行驶里程不足3万公里。
1059,　　以下为公示具体内容：
1060,
1061,　　据了解，此次审核结果已经予以公示，请社会各界监督，如有异议，可在公示期内将意见反馈至工业和信息化部装备工业司。公示时间为：2017年5月17日至5月23日。
1062,"　　,中新网,北京5月19日电(记者 刘长忠)截至2016年底，北京市累计推广新能源汽车逾11万辆，私人及单位超过8万辆，充电设施已建成逾8万根。"
1063,　　这是记者从19日开幕的2017怀柔区科技周上获得的信息。
1064,　　主办者称，主题为“打造怀柔科学城·畅享绿色新能源”的 2017怀柔区科技周，将以科技周活动为契机，传达新能源理念，增强市民节约能源、绿色环保出行意识，让市民每天都能看到美丽的蓝天，呼吸新鲜的空气。
1065,　　科技周活动设置主场活动、分会场活动及社区科普讲座，联动开展。在怀柔区星东天地购物广场主活动会场分设不同主题区，包括主舞台区(开幕式+科学表演)、“科学城展区”、“梦想新发地”、“运动竞技场”、“绿色先行道”、“生态农业园”、观众服务区，集学习、互动、体验、实践为一体，并融入新能源元素，增强公众绿色出行的意识。
1066,　　此次科技周首次设置了“绿色先行道”主题区，吸引力北汽特来电等大量新能源企业，市民可在此了解如何购买新能源电动车，如何租用新能源电动车，如何安装充电桩，并可现场直接申请新能源电动车试驾，全方位体验新能源带给普通市民的绿色理念和生活便利。
1067,　　怀柔区在倡导绿色出行方面处于引领地位，是北京市发展新能源电动汽车较早、推广新能源电动汽车较多的区县。2012年开始引入电动出租车，现已有450辆电动出租车，目前在北京各区县名列前茅；2014年开始引进电动公交车，目前已有100辆，也是北京远郊区首次大规模批量应用纯电动公交车，目前正在进一步加大新能源电动公交车发展力度。在推广新能源汽车普及应用的同时，怀柔区也在积极开展充电基础设施的网络布局，由北汽特来电协助完成配套建设运营充电桩500余根，全区社会公共场站也已实现5公里充电半径布局，解决了新能源汽车的充电里程焦虑。
1068,　　科技周活动由北京市怀柔区人民政府等部门举办。(完)
1069,　　记者从阿斯顿·马丁的官网链接搜索发现，目前阿斯顿·马丁在北京地区有且仅有一家授权的经销商，全称为阿斯顿·马丁北京南，位于大兴区。而厂商与经销商北京马丁之翼的纠纷一直存在。
1070,　　这种纠纷也在持续发酵，在最近的车主投诉和维权活动中，马丁之翼投资人郭晟就公开表示支持车主，谴责厂家不积极配合经销商工作，导致客户投诉量大幅增加。
1071,　　根据其在微博平台上的留言来看，郭晟直称“阿斯顿·马丁多行不义必自毙”，并呼吁车主在其微博下留言或私信，他将集中收集问题上报消协进行索赔。
1072,　　记者于5月8日下午通过微博平台联系到郭晟本人，对方称正在国外不方便接受采访，会安排国内同事联系记者，但截至发稿并没有任何消息。
1073,　　目前，阿斯顿·马丁和北京马丁之翼各执一词。经销商方面认为是厂家不负责任，对于产品本身重大安全隐患束手无策，并把销量下降的主要原因，归结在阿斯顿·马丁自身的管理问题以及产品质量问题。
1074,　　而彭明山则表示，结束与马丁之翼的合作关系正是因为其近年来的销售业绩不好，且彼此间沟通存在问题，加剧了客户与厂商间的矛盾，才会频繁的发生消费者质量投诉事件。
1075,　　而对于品牌在中国市场的处境，彭明山表示，2014年到2015年，是阿斯顿·马丁的“阵痛期”，接下来会进入全新飞跃发展时期。
1076,　　由于公司2016年日常关联交易议案未获股东大会通过，且关联交易对公司影响重大，瑞华会计师事务所表示无法估计此事对财报的影响，据此对一汽轿车的年报也出具了保留意见的审计报告。
1077,　　事实上，与这两家公司的业绩表现相比，外界更关心的是一汽轿车对同业竞争问题的解决进度。对此，两家公司在年报中的相关表述和措词与往年的解释近乎雷同，仍没有实质性进展。
1078,　　他还表示，随着汽车交易市场全面开放，谁能够硬着政策红利及机遇快速扩张，为消费者提供更好地购车服务，谁就能在汽车行业中脱颖而出。(完)
1079,　　产业转型升级助推新材料发展
1080,　　汽车新材料市场规模或达数万亿
1081,　　记者 李志勇 
1082,　　新能源、智能化、轻量化已成为未来汽车产业公认的发展方向，而随着产业转型升级的加速，汽车新材料也成为人们关注的热点，未来市场规模或达数万亿元。
1083,　　新材料写进产业中长期规划
1084,　　上月底，工信部、国家发改委、科技部三部委联合印发了《汽车产业中长期发展规划》(以下简称《规划》)。在《规划》中，轻量化被确认为未来汽车发展的重要方向之一，而先进车用材料则成为其中的重要内容。
1085,　　根据《规划》，未来将依托国家科技计划，引导汽车行业加强与原材料等相关行业合作，协同开展高强钢、铝合金高真空压铸、半固态及粉末冶金成型零件的产业化及批量应用研究，加快镁合金、稀土镁(铝)合金应用，扩展高性能工程塑件、复合材料应用范围。鼓励行业企业加强高强轻质车身、关键总成及其精密零部件、电机和电驱动系统等关键零部件的制造技术攻关，开展汽车整车工艺、关键总成和零部件等先进制造装备的集成创新和工程应用。
1086,　　据介绍，汽车轻量化主要体现在汽车的优化设计、合金材料及非金属材料应用上，其依次为汽车的轻量化减重10%至15%、30%至40%、45%至55%。
1087,　　中国汽车技术研究中心党委书记于凯在近日举行的“2017车用材料国际论坛”上表示，我国汽车产业正进入转型升级、由大变强的战略机遇期，新一代信息技术、新能源、新材料等技术加快了与汽车产业的融合，产业生态正在深刻变革，竞争格局也在全面重塑。中国汽车产业能否积极创新，抢占先机，把握机遇，关系重大。《规划》明确提出，推动整车与材料等相关产业企业加强技术和资本融合，不仅为中国汽车产业的发展指明了方向，也为车用材料的发展提出了要求。
1088,　　于凯介绍，作为汽车工业的基础，车用材料与汽车的安全、环保、节能、绿色等性能息息相关，欧、美、日各先进汽车产业对汽车车用材料都有深入的研究和严格的要求。我国在车用材料领域的研究起步较晚，基础也较为薄弱，产业链合作尚不密切。因此，需要汽车生产企业和拥有先进技术研发能力的材料零部件企业与研究机构之间，进行广泛的跨行业、跨专业深度合作，大力研发新材料及新技术，推行材料认可制度，为汽车产品开发设计与技术革新提供源源不断的动力。
1089,　　汽车轻量化意义重大
1090,　　作为汽车节能减排的主要途径之一，轻量化一直是汽车行业不断推进的技术方向。福特汽车创始人亨利·福特就曾说过，任何多余的重量对汽车都是致命伤。当前，随着新能源汽车的发展，轻量化更是重中之重。
1091,　　中国科学院副总工程师赵丕植表示，新能源汽车轻量化有很多好处，首先能够增加续航距离，另外也可以降低成本。100公斤的减重可以增加10%左右的续航距离。同时，因为车身轻了，电池的重量也就能够减轻，从而降低成本。另外，减重可以缩短刹车距离，提高安全性能，如果引擎盖用铝合金进行轻量化，还有助于保护行人。
1092,　　根据中国汽车工程学会之前发布的《节能与新能源汽车技术路线图》，未来将主要分三个阶段实现汽车的逐年减重。第一阶段为2016年至2020年，实现整车比2015年减重10%；重点发展超高强度钢和先进高强度钢技术，实现高强度钢在汽车应用比例达到50%以上。第二阶段为2021年至2025年，实现整车比2015年减重20%，车身采用钢铝等多种混合材料，增加镁合金和碳纤维零部件的应用比例，单车用铝量达到350kg。第三阶段为2026年至2030年，实现整车比2015年减重35%，重点发展镁合金和碳纤维复合材料技术，实现碳纤维复合材料混合车身及碳纤维零部件的大范围应用，单车用镁合金达到45kg，碳纤维使用量占车重5%。
1093,　　同时，汽车轻量化也与节能减排存在直接关联。根据《规划》，到2020年，车企平均油耗必须降低到每百公里5升。经过统计估测，若令汽车整车重量减少10%，燃油效率就能提高6%到8%，而油耗如果能够下降到每百公里0.3到0.6升，氧化碳排放将降低5到8克。
1094,　　对此，于凯说，汽车轻量化已上升到国家战略层面，不仅《中国制造2025》将轻量化列为节能与新能源汽车发展的核心技术，在工信部、国家发改委、科技部等国家部委相继发布的专项方案中，也多次对轻量化技术的发展提出了具体要求。而汽车轻量化目标的达成，离不开高强度钢、镁合金、高性能塑料和碳纤维复合材料等轻量化材料的应用，材料技术的创新与发展已成为推动整车轻量化技术革命的重要途径。
1095,　　共享汽车发展到共享单车水平还需一定时间
1096,　　记者 赵文君 季小波
1097,　　随着城市车牌限购和私家车限号政策的实施，人们纷纷把目光投向了新能源电动车。在北京、上海等一些城市，新能源汽车分时租赁带来了全新的出行体验。
1098,　　共享汽车其实并不陌生，自2014年起，分时租赁的用车模式已经从国外传入国内，经过两年多时间的发展，很多人已经接受汽车分时租赁的模式。
1099,　　记者近来下载了几家北京的新能源租赁汽车APP，汽车分时租赁的流程并不复杂，跟共享单车有类似之处。
1100,　　首先，需要在手机上下载一个租车APP，按照注册流程填写手机号并上传身份证和驾驶证照片，经过企业后台审核后，即可开始使用了。
1101,　　比如，北京的绿狗租车就提供24小时自助取还服务，只需简单的5步：预约取车——APP解锁——取车成功——还车到网点并充电——确认还车。在预定时，APP可以帮您算账，还会选择还车地点，点击确定后就可以打开车门。
1102,　　据悉，新能源共享汽车的租车价格等于基准价加里程价，其中包含交强险、车辆损失险、商业第三者责任险(限额10万元)，可以按小时租赁，也可以日租和夜租，比如上班族晚上开车回家，第二天早上开车上班后就近还车。
1103,　　有人担心，万一路上遇到交通事故怎么办？如果不会驾驶新能源车怎么办？没关系，这些租赁汽车里都备好了会员手册以及事故快速处理协议书、车辆行驶本、保险协议。但用完车以后，不能像共享单车一样随便停放，必须要到有充电桩的网点停放。
1104,　　北京的李先生家住十里堡附近，在亦庄上班。他给记者算了算他的出行账单：如果乘地铁出行，需要6号线换乘10号线再换乘亦庄线，步行10分钟到达公司，全程需要1小时30分钟，费用约8元；如果乘网约车出行，全程约20公里，拼车时间约50分钟、费用约55元，不拼车时间约40分钟，费用约66元。而如果租共享汽车，全程约20公里，驾驶时间40分钟，租车费用约35元。在还车网点相对方便的情况下，分时租赁汽车还是更为实惠、快捷。
1105,　　绿狗租车市场营销部有关负责人介绍，目前已实现北京、天津、河北、江苏、浙江、海南等四省七市的车辆运营。会员超过12万人，用户男性居多，占比80%以上，主要为80后、90后的上班族，多从事IT、制造、金融等行业。受网点布局影响，分布在远郊区县的网点订单以日租居多，而分布在城区和商务区的常规网点订单以分时居多，日均行驶里程在60至80公里。
1106,　　新能源车受车辆续航里程影响较大，运营和充电都需要依托大量人力进行车辆调度。对于老百姓来说，新能源车分时租赁好不好用，首当其冲的就是还车难、充电难等问题能不能解决。
1107,　　对此，北京市租赁行业协会副会长范永跃说，共享汽车要发展到共享单车目前的水平，需要具备三个条件，一是车、停车位、充电桩三位一体；二是网点密集度能让用户方便租车；三是实现异地租还。但要达到这三个条件，共享汽车还需要一定时间，
1108,　　目前，绿狗租车对每个网点进行了智能互联，每个网点、每辆车都匹配一个充电桩，并培养用户养成在每次车辆使用结束后将充电枪插上的习惯，以方便下一位用户的车辆使用，同时开通异地租还网点，解决用户最关心的续航里程问题。
1109,　　当前，急剧增长的汽车需求与道路资源、停车资源等有限的社会资源存在不可调和的矛盾。
1110,　　交通运输部2011年曾出台关于促进汽车租赁业健康发展的文件，明确提出今后5至10年，我国将初步形成与国际先进水平接轨的汽车租赁服务体系。
1111,　　国外分时共享租赁业起源于瑞士，法国巴黎市政府将分时租赁汽车纳入城市公共服务体系，德国在2008年对分时租赁汽车给予路侧免费停车政策、并允许建充电设施。
1112,"　　,中新网,5月18日电 近日，一汽-大众销售有限责任公司对外宣布，自2017年5月3日起，现任一汽大众汽车有限公司总经理办公室主任、董事会秘书孙惠斌接替姜立堂，出任一汽-大众销售有限责任公司执行副总经理一职，负责一汽-大众大众品牌的营销工作，同时继续兼任原职位。一汽-大众销售有限责任公司执行副总经理姜立堂达到国家法定退休年龄，正式退休。"
1113,　　姜立堂先生1979年加入一汽，在一汽营销体系工作了38年。2012年，姜立堂开始担任一汽-大众销售有限责任公司执行副总经理，推动一汽-大众大众品牌实现了年销量从90万到130万的跨越。孙惠斌曾于2003年至2012年供职于一汽-大众，先后担任公司办公室主任、董事会秘书、控制部部长等职务，并在一汽资本控股有限公司担任副总经理等管理职务近四年。孙惠斌在管理岗位上工作多年，拥有丰富的财务管理、品牌建设及企业运营等管理经验。
1114,　　孙惠斌主要工作经历：
1115,　　1990.07-1997.09  一汽工厂设计院翻译
1116,　　1997.10-2003.03  德国汉诺威大学经济学专业研究生
1117,　　2003.05-2006.05  一汽-大众公司办公室主任、董事会秘书
1118,　　2006.05-2012.09  一汽-大众控制部部长
1119,　　2012.09-2014.07   一汽资本控股有限公司副总经理
1120,　　2014.07-2016.06   一汽资本控股有限公司党委副书记(主持工作)、副总经理、工会主席
1121,　　2016.06-2017.05   一汽-大众总经理办公室主任、董事会秘书
1122,　　2017.05-   一汽-大众销售有限责任公司执行副总经理(大众品牌执行总监)兼总经理办公室主任兼董事会秘书
1123,　　中国青年网北京5月17电 神州租车（0699 HK）近日发布2017财年第一季度财报，总营收达16.6亿元。受益于智能动态定价，更新及更具吸引力的车队，一季度神州租车客户数量同比增加了33%，注册会员数量更是同比增长达55%，显示强劲的增长潜力。
1124,　　财报显示，一季度，神州租车继续采取智能动态定价策略，平均日租金下降22%至人民币245元，确保了在行业内的价格优势，与此同时，神州租车还推出了“69元特价风暴”、“租五免一”、“租4免120元”等多重优惠活动，进一步推动了用户数量的增长。
1125,　　除了价格优势，神州租车还采取多重措施，全面提升用户体验。自2016年8月22日起，神州租车率先在国内推出 “免费上门送取车”服务。用户只需通过神州租车APP在全国直营城市提前下单，即可享受免费上门送取车服务，用车更加方便快捷，用户体验进一步提升。
1126,　　2017年4月，神州租车新增万辆新车，持续为车队更换“新鲜血缘”，消费者能够租到最新热门车型，选择更加丰富；同时缩短车辆服役年限，里程更短、车况更新，用户体验更好。截至2016年底，神州租车汽车租赁车辆的车龄降至16个月，远低于36个月的行业平均水平。目前，神州租车与大众、宝马、雪佛兰等众多主流厂商保持密切合作，为客户提供更多热门车型，提升用车服务体验。
1127,　　此外，自成立以来，神州租车还推出了7*24小时道路救援服务和不及免赔服务，让用户可以安心、放心用车。
1128,　　截至3月31日，神州租车实体网络扩展至 97个城市的 815个直营服务网点，包括 316家门店及 499个取还车点，覆盖所有主要一线和二线城市及主要旅游景点。特许加盟商网络覆盖 189个三四线城市的 239个服务网点。
1129,"　　,中新网,5月18日电 今日，华晨汽车携手达喀尔上下学战略合作签约仪式在北京举行。本次合作，旨在提出共享式上下学解决方案，为青少年交通安全保驾护航。作为达喀尔上下学项目的唯一战略合作伙伴，华晨汽车提供旗下高端自主产品华颂7作为“上下学”项目的专用车辆。"
1130,　　达喀尔是国内首家利用互联网思维重构孩子上下学方式的公司，其上下学业务自 2016 年 11 月起在北京开始正式运营，截至目前为止已经发展了近百条线路，串联数百个小区，覆盖 3000 多个家庭，让每一个孩子从此在路上不再孤单，也让乘车成本进一步下降，让家长省心又省钱。
1131,　　目前华晨汽车已为上下学项目提供了70台华颂7，预计2017年这一数字将会增至1000台，合作的城市将覆盖北京、上海、广州、深圳、厦门等地。
1132,　　作为德式商务的代表之作，华颂7是华晨汽车华颂品牌的首款车型，整车外型由宝马御用设计公司DW打造，同时搭载了源自宝马技术支持的直列四缸2.0升涡轮增压燃油直喷发动机和ZF变速箱，更得益于豪华商务车中最令人瞩目的超大车身尺寸和轴距，华颂7获得了凌越同级的头部和腿部空间，以及同级车中最优秀的第三排空间，让每个座位都是VIP座位，带来真正完整的七座商务车的乘坐感受。除了宽适空间，华颂7全系标配七大主动安全配置，进一步让出行时尊享舒适同时兼顾安全性，呵护青少年上下学。
1133,今年华颂7也将迎来改款升级，将以 “创新科技成就新奢华”的设计理念，增添“科技奢华范儿”。除了焕然一新的外观设计外，最值得称道的创新科技配置，新增豪华悬浮式10寸液晶屏、10寸液晶仪表、后排液晶屏，营造出奢华科技的乘坐氛围。豪华多功能的真皮航空座椅则打造出科技尊崇的乘坐体验。再加上360度环视、负离子空气净化器、电动尾门。升级车型将再一次刷新德式商务的既有认知，重新改写华颂精英商务审美，也将为中国商务车市场带来全球化的最新商务车潮流和惊喜。
